level,demand,mae_kwh,rmse_kwh,nmae_percent,mape_percent,r2,samples
annual,heating,3220.691456335338,6569.701811464217,12.481577254865218,21.433342177288402,0.9780830004437571,202
annual,grid,270.7788873861333,1365.413060602013,6.556416811597114,6.6903350310506395,0.9794347629804067,202
hourly,heating,0.5354325326663033,1.8422738881542213,18.177293068830288,39.39135860361444,0.9489383197643925,1769520
hourly,grid,0.046641949824205775,0.35738033277603776,9.89310365401209,8.929067840558622,0.9486462324344953,1769520
